City,Country,Latitude,Longitude,Timezone
Lemwerder,Europe,53.16281,8.61495,Europe/Berlin
Edertal,Europe,51.16717,9.07794,Europe/Berlin
Tadjoura,Africa,11.78778,42.88222,Africa/Djibouti
Obock,Africa,11.96693,43.28835,Africa/Djibouti
Djibouti,Africa,11.58901,43.14503,Africa/Djibouti
Dikhil,Africa,11.10454,42.36971,Africa/Djibouti
Arta,Africa,11.52639,42.85194,Africa/Djibouti
Ali Sabih,Africa,11.15583,42.7125,Africa/Djibouti
Vordingborg,Europe,55.00801,11.91057,Europe/Copenhagen
Vojens,Europe,55.24639,9.30603,Europe/Copenhagen
Vigerslev,Europe,55.66288,12.48357,Europe/Copenhagen
Viborg,Europe,56.45319,9.40201,Europe/Copenhagen
Vejle,Europe,55.70927,9.5357,Europe/Copenhagen
Vejen,Europe,55.48117,9.13795,Europe/Copenhagen
Varde,Europe,55.62112,8.48069,Europe/Copenhagen
Vanløse,Europe,55.68361,12.48713,Europe/Copenhagen
Vallensbæk,Europe,55.62199,12.38511,Europe/Copenhagen
Valby,Europe,55.66613,12.51388,Europe/Copenhagen
Tune,Europe,55.59287,12.16968,Europe/Copenhagen
Trørød,Europe,55.83946,12.54432,Europe/Copenhagen
Tranekær,Europe,54.9976,10.84381,Europe/Copenhagen
Tranbjerg,Europe,56.09519,10.13605,Europe/Copenhagen
Tønder,Europe,54.93306,8.86674,Europe/Copenhagen
Thisted,Europe,56.95523,8.69491,Europe/Copenhagen
Taastrup,Europe,55.65006,12.3016,Europe/Copenhagen
Tårnby,Europe,55.6303,12.60035,Europe/Copenhagen
Svenstrup,Europe,56.9723,9.84806,Europe/Copenhagen
Svenstrup,Europe,56.60263,9.94361,Europe/Copenhagen
Svendborg,Europe,55.05982,10.60677,Europe/Copenhagen
Struer,Europe,56.49205,8.59397,Europe/Copenhagen
Støvring,Europe,56.88536,9.83839,Europe/Copenhagen
Stenløse,Europe,55.76828,12.19723,Europe/Copenhagen
Stavnsholt,Europe,55.81479,12.40545,Europe/Copenhagen
Sorø,Europe,55.43184,11.55547,Europe/Copenhagen
Sønderborg,Europe,54.90896,9.78917,Europe/Copenhagen
Solrød Strand,Europe,55.53285,12.22227,Europe/Copenhagen
Smørumnedre,Europe,55.74232,12.30276,Europe/Copenhagen
Slangerup,Europe,55.85,12.18333,Europe/Copenhagen
Slagelse,Europe,55.40276,11.35459,Europe/Copenhagen
Skælskør,Europe,55.25058,11.29352,Europe/Copenhagen
Skjern,Europe,55.95,8.5,Europe/Copenhagen
Skive,Europe,56.56699,9.02707,Europe/Copenhagen
Skanderborg,Europe,56.03434,9.93177,Europe/Copenhagen
Skagen,Europe,57.72093,10.58394,Europe/Copenhagen
Silkeborg,Europe,56.1697,9.54508,Europe/Copenhagen
Sæby,Europe,57.33188,10.52251,Europe/Copenhagen
Ry,Europe,56.09038,9.76505,Europe/Copenhagen
Roskilde,Europe,55.64152,12.08035,Europe/Copenhagen
Rønne,Europe,55.10091,14.70664,Europe/Copenhagen
Rødovre,Europe,55.68062,12.45373,Europe/Copenhagen
Rødekro,Europe,55.07076,9.33531,Europe/Copenhagen
Ringsted,Europe,55.4426,11.79011,Europe/Copenhagen
Ringkøbing,Europe,56.09006,8.24402,Europe/Copenhagen
Ringe,Europe,55.23828,10.4786,Europe/Copenhagen
Ribe,Europe,55.33051,8.76966,Europe/Copenhagen
Randers,Europe,56.4607,10.03639,Europe/Copenhagen
Otterup,Europe,55.51527,10.39756,Europe/Copenhagen
Ølstykke,Europe,55.79567,12.15509,Europe/Copenhagen
Odense,Europe,55.39594,10.38831,Europe/Copenhagen
Odder,Europe,55.97313,10.153,Europe/Copenhagen
Nykøbing Falster,Europe,54.76906,11.87425,Europe/Copenhagen
Nykøbing Sjælland,Europe,55.92491,11.67109,Europe/Copenhagen
Nykøbing Mors,Europe,56.79334,8.85282,Europe/Copenhagen
Nyborg,Europe,55.31274,10.78964,Europe/Copenhagen
Næstved,Europe,55.22992,11.76092,Europe/Copenhagen
Nordborg,Europe,55.05732,9.7408,Europe/Copenhagen
Nørresundby,Europe,57.05877,9.92284,Europe/Copenhagen
Nivå,Europe,55.93405,12.50485,Europe/Copenhagen
Nibe,Europe,56.9815,9.63917,Europe/Copenhagen
Neder Holluf,Europe,55.36451,10.44824,Europe/Copenhagen
Nakskov,Europe,54.83038,11.13567,Europe/Copenhagen
Munkebo,Europe,55.45553,10.55433,Europe/Copenhagen
Middelfart,Europe,55.50591,9.73054,Europe/Copenhagen
Mårslet,Europe,56.0669,10.16112,Europe/Copenhagen
Maribo,Europe,54.77662,11.50017,Europe/Copenhagen
Måløv,Europe,55.75528,12.32327,Europe/Copenhagen
Malling,Europe,56.03632,10.19632,Europe/Copenhagen
Lystrup,Europe,56.49839,10.46887,Europe/Copenhagen
Lystrup,Europe,56.2375,10.23778,Europe/Copenhagen
Løsning,Europe,55.80236,9.69539,Europe/Copenhagen
Løkken,Europe,57.37047,9.71466,Europe/Copenhagen
Løgten,Europe,56.27459,10.31181,Europe/Copenhagen
Værløse,Europe,55.78251,12.36856,Europe/Copenhagen
Lillerød,Europe,55.87496,12.34579,Europe/Copenhagen
Lemvig,Europe,56.54856,8.31019,Europe/Copenhagen
Korsør,Europe,55.32993,11.13857,Europe/Copenhagen
Køge,Europe,55.45802,12.18214,Europe/Copenhagen
Copenhagen,Europe,55.67594,12.56553,Europe/Copenhagen
Kongens Lyngby,Europe,55.77044,12.50378,Europe/Copenhagen
Kolt,Europe,56.10845,10.06986,Europe/Copenhagen
Kolding,Europe,55.4904,9.47216,Europe/Copenhagen
Klinteby Frihed,Europe,55.19705,11.59603,Europe/Copenhagen
Kerteminde,Europe,55.44903,10.65769,Europe/Copenhagen
Kalundborg,Europe,55.67954,11.08864,Europe/Copenhagen
Jyllinge,Europe,55.75295,12.10315,Europe/Copenhagen
Ishøj,Europe,55.61543,12.35182,Europe/Copenhagen
Ikast,Europe,56.13883,9.15768,Europe/Copenhagen
Hvidovre,Europe,55.64297,12.47708,Europe/Copenhagen
Hundested,Europe,55.96397,11.85044,Europe/Copenhagen
Humlebæk,Europe,55.9618,12.5341,Europe/Copenhagen
Horsens,Europe,55.86066,9.85034,Europe/Copenhagen
Hornslet,Europe,56.3155,10.32041,Europe/Copenhagen
Hornbæk,Europe,56.09027,12.45693,Europe/Copenhagen
Hørsholm,Europe,55.88098,12.50111,Europe/Copenhagen
Hørning,Europe,56.412,10.20018,Europe/Copenhagen
Hørning,Europe,56.08701,10.03716,Europe/Copenhagen
Holstebro,Europe,56.36009,8.61607,Europe/Copenhagen
Holbæk,Europe,55.7175,11.71279,Europe/Copenhagen
Hobro,Europe,56.64306,9.79029,Europe/Copenhagen
Hjørring,Europe,57.46417,9.98229,Europe/Copenhagen
Hirtshals,Europe,57.58812,9.95922,Europe/Copenhagen
Hinnerup,Europe,56.7347,9.05874,Europe/Copenhagen
Hinnerup,Europe,56.26608,10.06299,Europe/Copenhagen
Hillerød,Europe,55.92791,12.30081,Europe/Copenhagen
Herning,Europe,56.13615,8.97662,Europe/Copenhagen
Helsingør,Europe,56.03606,12.6136,Europe/Copenhagen
Helsinge,Europe,56.02283,12.19752,Europe/Copenhagen
Hellebæk,Europe,56.06823,12.55782,Europe/Copenhagen
Hedensted,Europe,55.77043,9.7011,Europe/Copenhagen
Hedehusene,Europe,55.64951,12.19827,Europe/Copenhagen
Hasselager,Europe,56.10555,10.10003,Europe/Copenhagen
Haslev,Europe,55.32346,11.96389,Europe/Copenhagen
Hammel,Europe,56.25762,9.86316,Europe/Copenhagen
Hadsund,Europe,56.71482,10.11682,Europe/Copenhagen
Hadsten,Europe,56.32819,10.04931,Europe/Copenhagen
Haderslev,Europe,55.24943,9.48771,Europe/Copenhagen
Grindsted,Europe,55.75726,8.9275,Europe/Copenhagen
Greve,Europe,55.58333,12.3,Europe/Copenhagen
Grenaa,Europe,56.41578,10.87825,Europe/Copenhagen
Glostrup,Europe,55.6666,12.40377,Europe/Copenhagen
Gjellerup,Europe,56.15683,10.13008,Europe/Copenhagen
Gilleleje,Europe,56.12196,12.31056,Europe/Copenhagen
Frederiksværk,Europe,55.97073,12.0225,Europe/Copenhagen
Frederikssund,Europe,55.83956,12.06896,Europe/Copenhagen
Frederikshavn,Europe,57.44073,10.53661,Europe/Copenhagen
Frederiksberg,Europe,55.67938,12.53463,Europe/Copenhagen
Fredericia,Europe,55.56568,9.75257,Europe/Copenhagen
Fredensborg,Europe,55.97558,12.40314,Europe/Copenhagen
Fløng,Europe,55.66212,12.18698,Europe/Copenhagen
Farum,Europe,55.80858,12.36066,Europe/Copenhagen
Faaborg,Europe,55.0951,10.24226,Europe/Copenhagen
Espergærde,Europe,55.99464,12.54733,Europe/Copenhagen
Esbjerg,Europe,55.47028,8.45187,Europe/Copenhagen
Ebeltoft,Europe,56.19442,10.6821,Europe/Copenhagen
Dragør,Europe,55.5928,12.67221,Europe/Copenhagen
Christianshavn,Europe,55.67383,12.59541,Europe/Copenhagen
Charlottenlund,Europe,55.75238,12.5745,Europe/Copenhagen
Brønderslev,Europe,57.27021,9.94102,Europe/Copenhagen
Brøndbyvester,Europe,55.6455,12.41008,Europe/Copenhagen
Brøndby Strand,Europe,55.61782,12.42219,Europe/Copenhagen
Brande,Europe,55.94316,9.12798,Europe/Copenhagen
Bramming,Europe,55.46946,8.70007,Europe/Copenhagen
Bjerringbro,Europe,56.37797,9.66065,Europe/Copenhagen
Birkerød,Europe,55.84759,12.42791,Europe/Copenhagen
Billund,Europe,55.73349,9.10785,Europe/Copenhagen
Bellinge,Europe,55.33535,10.32045,Europe/Copenhagen
Ballerup,Europe,55.73165,12.36328,Europe/Copenhagen
Avedøre,Europe,55.62722,12.45644,Europe/Copenhagen
Assens,Europe,55.27023,9.90081,Europe/Copenhagen
Aars,Europe,56.80399,9.51441,Europe/Copenhagen
Århus,Europe,56.15674,10.21076,Europe/Copenhagen
Ålsgårde,Europe,56.07559,12.53995,Europe/Copenhagen
Allerød,Europe,55.87035,12.35737,Europe/Copenhagen
Alholm,Europe,54.66483,11.72303,Europe/Copenhagen
Aalborg,Europe,57.048,9.9187,Europe/Copenhagen
Albertslund,Europe,55.65691,12.36381,Europe/Copenhagen
Åbybro,Europe,57.16249,9.72996,Europe/Copenhagen
Aabenraa,Europe,55.04434,9.41741,Europe/Copenhagen
Wesley,America,15.56667,-61.31667,America/Dominica
Soufrière,America,15.23374,-61.35881,America/Dominica
Saint Joseph,America,15.4061,-61.42374,America/Dominica
Roseau,America,15.30174,-61.38808,America/Dominica
Rosalie,America,15.36667,-61.26667,America/Dominica
Portsmouth,America,15.58288,-61.45592,America/Dominica
Pont Cassé,America,15.36667,-61.35,America/Dominica
Pointe Michel,America,15.25976,-61.37452,America/Dominica
Colihaut,America,15.48478,-61.46215,America/Dominica
Berekua,America,15.23333,-61.31667,America/Dominica
Yayas de Viajama,America,18.6071,-70.92753,America/Santo_Domingo
Yamasá,America,18.77315,-70.02583,America/Santo_Domingo
Yaguate,America,18.3353,-70.18113,America/Santo_Domingo
Villa Vásquez,America,19.7411,-71.4464,America/Santo_Domingo
Villa Riva,America,19.18069,-69.91319,America/Santo_Domingo
Villa Jaragua,America,18.49077,-71.48377,America/Santo_Domingo
Villa González,America,19.54057,-70.78853,America/Santo_Domingo
Villa Francisca,America,18.48278,-69.88914,America/Santo_Domingo
Villa Consuelo,America,18.48333,-69.9,America/Santo_Domingo
Villa Bisonó,America,19.56378,-70.87582,America/Santo_Domingo
Villa Altagracia,America,18.67297,-70.17095,America/Santo_Domingo
Vicente Noble,America,18.38443,-71.18009,America/Santo_Domingo
Veragua Arriba,America,19.58333,-70.33333,America/Santo_Domingo
Vallejuelo,America,18.65354,-71.33431,America/Santo_Domingo
Tenares,America,19.37439,-70.35087,America/Santo_Domingo
Tamboril,America,19.48538,-70.61104,America/Santo_Domingo
Tamayo,America,18.3947,-71.2029,America/Santo_Domingo
Sosúa,America,19.7522,-70.51995,America/Santo_Domingo
San Víctor Arriba,America,19.47741,-70.53585,America/Santo_Domingo
Santo Domingo,America,18.47186,-69.89232,America/Santo_Domingo
Santiago de los Caballeros,America,19.45083,-70.69472,America/Santo_Domingo
Santa Cruz de El Seibo,America,18.7625,-69.03556,America/Santo_Domingo
Santa Cruz de Barahona,America,18.20861,-71.10056,America/Santo_Domingo
Samaná,America,19.20404,-69.33407,America/Santo_Domingo
San Rafael del Yuma,America,18.42993,-68.6739,America/Santo_Domingo
San Pedro de Macorís,America,18.4539,-69.30864,America/Santo_Domingo
San Juan de la Maguana,America,18.80622,-71.22627,America/Santo_Domingo
San José de Ocoa,America,18.54641,-70.50643,America/Santo_Domingo
San José de Las Matas,America,19.33915,-70.93819,America/Santo_Domingo
San Gregorio de Nigua,America,18.38336,-70.05241,America/Santo_Domingo
San Francisco de Macorís,America,19.29722,-70.2575,America/Santo_Domingo
San Fernando de Monte Cristi,America,19.84799,-71.64604,America/Santo_Domingo
Puerto Plata,America,19.79344,-70.6884,America/Santo_Domingo
Sánchez,America,19.2281,-69.6137,America/Santo_Domingo
San Carlos,America,18.47674,-69.89409,America/Santo_Domingo
Salvaleón de Higüey,America,18.61501,-68.70798,America/Santo_Domingo
Salsipuedes,America,19.40552,-70.37985,America/Santo_Domingo
Salcedo,America,19.37944,-70.41833,America/Santo_Domingo
San Ignacio de Sabaneta,America,19.47556,-71.34167,America/Santo_Domingo
Sabana Yegua,America,18.71667,-71.01667,America/Santo_Domingo
Sabana Iglesia,America,19.32114,-70.75992,America/Santo_Domingo
Sabana Grande de Boyá,America,18.94498,-69.79331,America/Santo_Domingo
Sabana de la Mar,America,19.05934,-69.38843,America/Santo_Domingo
Río San Juan,America,19.64385,-70.07635,America/Santo_Domingo
Río Grande,America,19.66667,-70.76667,America/Santo_Domingo
Rincón,America,19.11938,-70.40632,America/Santo_Domingo
Quisqueya,America,18.55542,-69.40814,America/Santo_Domingo
Punta Cana,America,18.58182,-68.40431,America/Santo_Domingo
Pimentel,America,19.18416,-70.10884,America/Santo_Domingo
Piedra Blanca,America,18.84431,-70.31688,America/Santo_Domingo
Peralta,America,18.58164,-70.77029,America/Santo_Domingo
Pedernales,America,18.03578,-71.74636,America/Santo_Domingo
Paya,America,18.26196,-70.2956,America/Santo_Domingo
Paraíso,America,17.99172,-71.16526,America/Santo_Domingo
Padre Las Casas,America,18.73172,-70.93917,America/Santo_Domingo
Otra Banda,America,18.65017,-68.66281,America/Santo_Domingo
Nizao,America,18.24697,-70.21053,America/Santo_Domingo
Neiba,America,18.48203,-71.42128,America/Santo_Domingo
Nagua,America,19.3832,-69.8474,America/Santo_Domingo
Monte Plata,America,18.80722,-69.78417,America/Santo_Domingo
Monte Llano,America,19.7346,-70.59915,America/Santo_Domingo
Monción,America,19.41083,-71.15257,America/Santo_Domingo
Moca,America,19.39452,-70.52593,America/Santo_Domingo
Miches,America,18.98364,-69.0476,America/Santo_Domingo
Mao,America,19.55389,-71.07361,America/Santo_Domingo
Los Llanos,America,18.62035,-69.49581,America/Santo_Domingo
Loma de Cabrera,America,19.43333,-71.6,America/Santo_Domingo
Licey al Medio,America,19.43333,-70.6,America/Santo_Domingo
Las Terrenas,America,19.31102,-69.5428,America/Santo_Domingo
Las Matas de Santa Cruz,America,19.67119,-71.50471,America/Santo_Domingo
Las Matas de Farfán,America,18.87309,-71.51656,America/Santo_Domingo
Las Guáranas,America,19.1931,-70.20835,America/Santo_Domingo
La Romana,America,18.42278,-68.96639,America/Santo_Domingo
La Julia,America,18.46667,-69.93333,America/Santo_Domingo
Laguna Salada,America,19.65043,-71.08429,America/Santo_Domingo
La Descubierta,America,18.57053,-71.72967,America/Santo_Domingo
La Agustina,America,18.5,-69.93333,America/Santo_Domingo
Juan de Herrera,America,18.87402,-71.2383,America/Santo_Domingo
Jimaní,America,18.49472,-71.84972,America/Santo_Domingo
Jima Abajo,America,19.13292,-70.37607,America/Santo_Domingo
Jarabacoa,America,19.11683,-70.63595,America/Santo_Domingo
Imbert,America,19.75371,-70.82906,America/Santo_Domingo
Hato Mayor del Rey,America,18.7625,-69.25639,America/Santo_Domingo
Guaymate,America,18.58793,-68.97867,America/Santo_Domingo
Gaspar Hernández,America,19.62748,-70.27772,America/Santo_Domingo
Galván,America,18.50228,-71.34271,America/Santo_Domingo
Fantino,America,19.12148,-70.29972,America/Santo_Domingo
Estebanía,America,18.4577,-70.6435,America/Santo_Domingo
Esperanza,America,19.58469,-70.98489,America/Santo_Domingo
Esperalvillo,America,18.81509,-70.03557,America/Santo_Domingo
Ensanche Luperón,America,18.5,-69.9,America/Santo_Domingo
Enriquillo,America,17.9,-71.23333,America/Santo_Domingo
El Valle,America,18.97567,-69.37827,America/Santo_Domingo
El Factor,America,19.31834,-69.88827,America/Santo_Domingo
Duvergé,America,18.37839,-71.52469,America/Santo_Domingo
Dajabón,America,19.54832,-71.7086,America/Santo_Domingo
Cristo Rey,America,18.5,-69.93333,America/Santo_Domingo
Cotuí,America,19.05389,-70.15139,America/Santo_Domingo
Constanza,America,18.90919,-70.74499,America/Santo_Domingo
La Vega,America,19.22472,-70.53278,America/Santo_Domingo
Comendador,America,18.87669,-71.70296,America/Santo_Domingo
Ciudad Nueva,America,18.46707,-69.89339,America/Santo_Domingo
Cercado Abajo,America,18.72681,-71.51742,America/Santo_Domingo
Castillo,America,19.20824,-70.02726,America/Santo_Domingo
Cambita Garabitos,America,18.45458,-70.19907,America/Santo_Domingo
Cabral,America,18.25,-71.21667,America/Santo_Domingo
Bonao,America,18.94198,-70.41137,America/Santo_Domingo
Boca Chica,America,18.45,-69.6,America/Santo_Domingo
San Cristóbal,America,18.41694,-70.10722,America/Santo_Domingo
Bella Vista,America,18.45539,-69.9454,America/Santo_Domingo
Bayaguana,America,18.75031,-69.63525,America/Santo_Domingo
Baní,America,18.27926,-70.33216,America/Santo_Domingo
Bajos de Haina,America,18.41538,-70.03317,America/Santo_Domingo
Azua,America,18.45319,-70.7349,America/Santo_Domingo
Zona Colonial,America,18.47,-69.88644,America/Santo_Domingo
Santo Domingo Oeste,America,18.5,-70,America/Santo_Domingo
Santo Domingo Este,America,18.48361,-69.84889,America/Santo_Domingo
Boumerdas,Africa,36.76639,3.47717,Africa/Algiers
Zighout Youcef,Africa,36.53307,6.71237,Africa/Algiers
Zeribet el Oued,Africa,34.68284,6.51109,Africa/Algiers
Zeralda,Africa,36.71169,2.84244,Africa/Algiers
Zemoura,Africa,35.72251,0.75509,Africa/Algiers
Zaouiet ed Debarh,Africa,29.69905,0.71274,Africa/Algiers
Touggourt,Africa,33.11083,6.07,Africa/Algiers
Tolga,Africa,34.72224,5.37845,Africa/Algiers
Tlemcen,Africa,34.87833,-1.315,Africa/Algiers
Tizi Rached,Africa,36.67176,4.19176,Africa/Algiers
Tizi Ouzou,Africa,36.71182,4.04591,Africa/Algiers
Tizi-n-Tleta,Africa,36.54569,4.05712,Africa/Algiers
Tizi Gheniff,Africa,36.58839,3.77445,Africa/Algiers
Tissemsilt,Africa,35.60722,1.81081,Africa/Algiers
Tirmitine,Africa,36.65393,3.98143,Africa/Algiers
Tipasa,Africa,36.58972,2.44889,Africa/Algiers
Tilouline,Africa,27.0391,-0.09396,Africa/Algiers
Tindouf,Africa,27.67111,-8.14743,Africa/Algiers
Timizart,Africa,36.8,4.26667,Africa/Algiers
Timimoun,Africa,29.26417,0.23583,Africa/Algiers
el hed,Africa,36.65,4.77361,Africa/Algiers
Tighenif,Africa,35.41722,0.32982,Africa/Algiers
Tiaret,Africa,35.37103,1.31699,Africa/Algiers
Theniet el Had,Africa,35.87111,2.02806,Africa/Algiers
Thenia,Africa,36.72544,3.55665,Africa/Algiers
Ténès,Africa,36.51076,1.30809,Africa/Algiers
Telerghma,Africa,36.11653,6.35434,Africa/Algiers
Tébessa,Africa,35.40417,8.12417,Africa/Algiers
Tebesbest,Africa,33.11667,6.08333,Africa/Algiers
Tazoult-Lambese,Africa,35.48171,6.26074,Africa/Algiers
Tamanghasset,Africa,22.785,5.52278,Africa/Algiers
Tamalous,Africa,36.83763,6.64018,Africa/Algiers
Taïbet,Africa,33.08515,6.3891,Africa/Algiers
Tadmaït,Africa,36.74413,3.90045,Africa/Algiers
Tadjenanet,Africa,36.12129,5.9867,Africa/Algiers
Sour el Ghozlane,Africa,36.14766,3.69123,Africa/Algiers
Souma,Africa,36.51833,2.90528,Africa/Algiers
Lardjem,Africa,35.74922,1.54778,Africa/Algiers
Souk Ahras,Africa,36.28639,7.95111,Africa/Algiers
Sougueur,Africa,35.18568,1.49612,Africa/Algiers
Skikda,Africa,36.87617,6.90921,Africa/Algiers
Sig,Africa,35.52832,-0.19369,Africa/Algiers
Sidi Okba,Africa,34.74512,5.89833,Africa/Algiers
Sidi Moussa,Africa,36.60637,3.08783,Africa/Algiers
Sidi Mérouane,Africa,36.52056,6.26111,Africa/Algiers
Sidi Khaled,Africa,34.387,4.98785,Africa/Algiers
Sidi ech Chahmi,Africa,35.65903,-0.52168,Africa/Algiers
Sidi Ben Adda,Africa,35.30586,-1.18136,Africa/Algiers
Sidi Bel Abbes,Africa,35.18994,-0.63085,Africa/Algiers
Sidi Amrane,Africa,33.49885,6.00803,Africa/Algiers
Sidi Akkacha,Africa,36.46472,1.30258,Africa/Algiers
Sidi Aïssa,Africa,35.88548,3.77236,Africa/Algiers
Sidi Abdelli,Africa,35.06937,-1.13706,Africa/Algiers
Sfizef,Africa,35.23464,-0.24435,Africa/Algiers
Sétif,Africa,36.19112,5.41373,Africa/Algiers
Sedrata,Africa,36.12868,7.53376,Africa/Algiers
Seddouk,Africa,36.54722,4.68611,Africa/Algiers
Sebdou,Africa,34.63703,-1.33143,Africa/Algiers
Saoula,Africa,36.70456,3.02462,Africa/Algiers
Salah Bey,Africa,35.85451,5.29053,Africa/Algiers
Saïda,Africa,34.83033,0.15171,Africa/Algiers
Rouissat,Africa,31.92427,5.35018,Africa/Algiers
Rouiba,Africa,36.73829,3.28079,Africa/Algiers
Rouached,Africa,36.45774,6.04267,Africa/Algiers
Robbah,Africa,33.27967,6.90984,Africa/Algiers
Remchi,Africa,35.06196,-1.43362,Africa/Algiers
Relizane,Africa,35.73734,0.55599,Africa/Algiers
Reguiba,Africa,33.56391,6.70326,Africa/Algiers
Reghaïa,Africa,36.73587,3.34018,Africa/Algiers
Reggane,Africa,26.71576,0.1714,Africa/Algiers
Râs el Oued,Africa,35.9441,5.03107,Africa/Algiers
Râs el Aïoun,Africa,35.67384,5.6453,Africa/Algiers
Ouzera,Africa,36.25417,2.84722,Africa/Algiers
Oum el Bouaghi,Africa,35.87541,7.11353,Africa/Algiers
Oumache,Africa,34.69292,5.68092,Africa/Algiers
Ouled Slama Fouaga,Africa,36.54828,3.11006,Africa/Algiers
Ouled Moussa,Africa,36.68394,3.36661,Africa/Algiers
Ouled Mimoun,Africa,34.90472,-1.03394,Africa/Algiers
Ouled Haddaj,Africa,36.71461,3.3422,Africa/Algiers
Ouled Djellal,Africa,34.43,5.06139,Africa/Algiers
Ouenza,Africa,35.95333,8.12917,Africa/Algiers
Oued Zenati,Africa,36.31611,7.16364,Africa/Algiers
Oued Sly,Africa,36.10124,1.19949,Africa/Algiers
Oued Rhiou,Africa,35.96124,0.91896,Africa/Algiers
Oued Fodda,Africa,36.18503,1.53299,Africa/Algiers
Oued el Alleug,Africa,36.55528,2.79028,Africa/Algiers
Oued el Abtal,Africa,35.45595,0.68778,Africa/Algiers
Ouargla,Africa,31.94932,5.32502,Africa/Algiers
Oran,Africa,35.69906,-0.63588,Africa/Algiers
N’Gaous,Africa,35.555,5.61056,Africa/Algiers
Nedroma,Africa,35.01361,-1.74799,Africa/Algiers
Naciria,Africa,36.74625,3.83163,Africa/Algiers
Naama,Africa,33.26667,-0.31667,Africa/Algiers
M'Sila,Africa,35.70889,4.53722,Africa/Algiers
Mouzaïa,Africa,36.46695,2.68991,Africa/Algiers
Mostaganem,Africa,35.93115,0.08918,Africa/Algiers
Mohammadia,Africa,35.58861,0.06861,Africa/Algiers
Miliana,Africa,36.30554,2.2248,Africa/Algiers
Mila,Africa,36.45028,6.26444,Africa/Algiers
Metlili Chaamba,Africa,32.26667,3.63333,Africa/Algiers
Messaad,Africa,34.15429,3.50309,Africa/Algiers
Meskiana,Africa,35.63058,7.66606,Africa/Algiers
Mers el Kebir,Africa,35.7279,-0.7081,Africa/Algiers
Merouana,Africa,35.63106,5.91186,Africa/Algiers
Melouza,Africa,35.97999,4.18665,Africa/Algiers
Mekla,Africa,36.68178,4.26378,Africa/Algiers
Mehdia daira de meghila,Africa,35.43058,1.75714,Africa/Algiers
Megarine,Africa,33.19195,6.08695,Africa/Algiers
Meftah,Africa,36.6204,3.22248,Africa/Algiers
Médéa,Africa,36.26417,2.75393,Africa/Algiers
Mecheria,Africa,33.54453,-0.28117,Africa/Algiers
M’Daourouch,Africa,36.07821,7.8196,Africa/Algiers
Mazouna,Africa,36.12232,0.89865,Africa/Algiers
Mascara,Africa,35.39664,0.14027,Africa/Algiers
Mansourah,Africa,36.08725,4.45192,Africa/Algiers
Mansoûra,Africa,34.86158,-1.33935,Africa/Algiers
Makouda,Africa,36.78567,4.06273,Africa/Algiers
Maghnia,Africa,34.84969,-1.72753,Africa/Algiers
L’Arbaa Naït Irathen,Africa,36.63112,4.19864,Africa/Algiers
Larbaâ,Africa,36.56471,3.15434,Africa/Algiers
Lakhdaria,Africa,36.56463,3.5933,Africa/Algiers
Laghouat,Africa,33.8,2.86514,Africa/Algiers
Ksar el Boukhari,Africa,35.88889,2.74905,Africa/Algiers
Ksar Chellala,Africa,35.21222,2.31889,Africa/Algiers
Kolea,Africa,36.63888,2.76845,Africa/Algiers
Khenchela,Africa,35.43583,7.14333,Africa/Algiers
Khemis Miliana,Africa,36.26104,2.22015,Africa/Algiers
Khemis el Khechna,Africa,36.64997,3.3308,Africa/Algiers
Kerkera,Africa,36.92917,6.58556,Africa/Algiers
Kaïs,Africa,35.49474,6.92492,Africa/Algiers
Jijel,Africa,36.821,5.76352,Africa/Algiers
Djidiouia,Africa,35.92989,0.82871,Africa/Algiers
In Guezzam,Africa,19.57361,5.76806,Africa/Algiers
Illizi,Africa,26.48333,8.46667,Africa/Algiers
Ighram,Africa,36.46295,4.50532,Africa/Algiers
Hennaya,Africa,34.95139,-1.36806,Africa/Algiers
Héliopolis,Africa,36.50361,7.44278,Africa/Algiers
Hassi Messaoud,Africa,31.68041,6.07286,Africa/Algiers
Assi Bou Nif,Africa,35.69222,-0.49944,Africa/Algiers
Hassi Bahbah,Africa,35.07109,3.0299,Africa/Algiers
Hammam Righa,Africa,36.37972,2.39889,Africa/Algiers
Hammamet,Africa,35.44862,7.95184,Africa/Algiers
Hammam Bou Hadjar,Africa,35.37889,-0.96778,Africa/Algiers
Hamma Bouziane,Africa,36.41205,6.59603,Africa/Algiers
Hadjout,Africa,36.51257,2.41382,Africa/Algiers
Guerara,Africa,32.79211,4.49949,Africa/Algiers
Guemar,Africa,33.48529,6.79693,Africa/Algiers
Guelma,Africa,36.46214,7.42608,Africa/Algiers
Grarem,Africa,36.51611,6.32722,Africa/Algiers
Ghazaouet,Africa,35.09579,-1.85772,Africa/Algiers
Ghardaïa,Africa,32.49094,3.67347,Africa/Algiers
Gdyel,Africa,35.78111,-0.42581,Africa/Algiers
Frenda,Africa,35.06544,1.04945,Africa/Algiers
Freha,Africa,36.75234,4.3155,Africa/Algiers
Feraoun,Africa,36.56041,4.85454,Africa/Algiers
Feidh el Botma,Africa,34.5,3.76667,Africa/Algiers
Fedj M’Zala,Africa,36.40937,5.94463,Africa/Algiers
Es Senia,Africa,35.64779,-0.62397,Africa/Algiers
En Nedjma,Africa,35.64785,-0.5695,Africa/Algiers
